,Lat,Lon
236,43.3128539,-1.980543537
237,43.30245755,-1.991936896
238,43.32379978,-1.975658637
239,43.31834891,-1.977146767
240,43.32390401,-1.983896601
241,43.31745045,-1.984730644
242,43.30713451,-1.964851283
243,43.32138437,-1.97674069
244,43.31807434,-1.973978604
245,43.3194941,-1.981041211
246,43.31085358,-1.967976897
247,43.31109722,-1.997793634
248,43.3205962,-1.9716177
249,43.31459561,-1.980298712
250,43.32410238,-1.97589265
251,43.32054911,-1.983788688
252,43.31210979,-1.97233648
253,43.31035748,-1.976541645
254,43.30137966,-2.005162919
255,43.30077633,-1.995269249
256,43.30868346,-1.980610747
257,43.31925905,-1.979869282
258,43.3135809,-1.9840527
259,43.2999654,-1.993031666
260,43.31234351,-1.984732374
261,43.30063747,-2.008374165
262,43.32297671,-1.974663731
263,43.31513263,-2.002680756
264,43.31785768,-1.975967643
265,43.31558718,-1.981263546
266,43.31667594,-1.983145706
267,43.30250659,-1.979455219
268,43.32426616,-1.985672281
269,43.31783874,-1.981885527
270,43.32403958,-1.986307016
271,43.30310047,-1.977711089
272,43.31272779,-1.982814869
273,43.31208935,-2.011553983
274,43.31753773,-1.973381202
275,43.32361798,-1.988419945
276,43.30401157,-1.974014201
277,43.30131957,-2.010303919
278,43.31783874,-1.981885527
279,43.32082336,-1.970607083
280,43.30453795,-1.980234762
281,43.31594729,-1.974256721
282,43.32150528,-1.985767777
283,43.32454603,-1.962398162
284,43.32271966,-1.972795282
285,43.3142208,-1.983357494
286,43.32039025,-1.967702082
287,43.32278729,-1.976084596
288,43.31991105,-1.973982041
289,43.306101,-1.99817577
290,43.30791236,-2.000889521
291,43.31428757,-2.000370225
292,43.32403623,-1.967386058
293,43.3132796,-1.9855568
294,43.31589666,-1.972128808
295,43.3180907,-1.971658518
296,43.3110003,-1.967691133
297,43.31035473,-1.972243242
298,43.3108589,-1.9655479
299,43.31245595,-1.983274332
300,43.30341287,-2.006887233
301,43.3146792,-1.986846831
302,43.30587953,-1.970316743
303,43.3217886,-1.968777
304,43.31798375,-1.970197116
305,43.31609834,-1.986708627
306,43.31403832,-1.985928551
307,43.32196857,-1.971583446
308,43.30136639,-2.010482134
309,43.3155747,-1.969855073
310,43.3205736,-1.954696122
311,43.31481705,-2.003750368
312,43.31159627,-1.999046146
313,43.3101913,-1.966413008
314,43.31100288,-1.966441111
315,43.31325875,-1.98581715
316,43.3101913,-1.966413008
317,43.31893855,-1.96995005
318,43.30505039,-1.979850899
319,43.3204822,-1.97231405
320,43.31962777,-1.975196146
321,43.31776672,-1.972002535
322,43.31946116,-1.983985019
323,43.3161713,-1.93616595
324,43.3172725,-1.969409607
325,43.29978625,-2.00200056
326,43.32305003,-1.975590588
327,43.32194822,-1.982765475
328,43.30587953,-1.970316743
329,43.3231913,-1.969882042
330,43.323731,-1.988073578
331,43.31021489,-1.999703884
332,43.3186376,-1.971924546
333,43.31028829,-2.012666349
334,43.30940425,-1.9868465
335,43.30329648,-1.986529513
336,43.3225724,-1.976662644
337,43.29984425,-1.99044975
338,43.30255055,-1.985733083
339,43.31237629,-1.98955964
340,43.31255146,-1.973043231
341,43.31500225,-2.00431805
342,43.30222521,-1.976096484
343,43.30664866,-1.961610579
344,43.320261,-1.96595152
345,43.3027398,-1.99189585
346,43.31389032,-2.000796633
347,43.30663485,-1.964639302
348,43.30662863,-1.981642344
349,43.32185872,-1.977082534
350,43.30761745,-1.982799774
351,43.31300463,-1.985700887
352,43.32455784,-1.965785817
353,43.32458061,-1.984868511
354,43.31203605,-1.9879884
355,43.30063699,-1.987537222
356,43.32308742,-1.98469029
357,43.32036918,-1.972723331
358,43.30547445,-2.01771715
359,43.31803795,-1.9595162
360,43.32374778,-1.969191988
361,43.31721169,-1.970887407
362,43.30966805,-1.968903298
363,43.30158622,-1.983584112
364,43.30201525,-1.985247
365,43.30107617,-1.990641283
366,43.30317317,-1.977942752
367,43.3063028,-2.015509765
368,43.31053571,-2.003394215
369,43.31100288,-1.966441111
370,43.32703434,-1.970995133
371,43.31459561,-1.980298712
372,43.31837862,-1.980083319
373,43.31813864,-1.981085082
374,43.3146595,-2.003224086
375,43.32458061,-1.984868511
376,43.29973262,-2.00522165
377,43.31040646,-1.987203777
378,43.2951867,-1.98973385
379,43.30126791,-1.987337828
380,43.326713,-1.9655613
381,43.31875662,-1.970949215
382,43.31834891,-1.977146767
383,43.31299749,-1.981573881
384,43.30582317,-2.013517812
385,43.30977476,-1.972902244
386,43.31255146,-1.973043231
387,43.31590617,-1.986931868
388,43.30055795,-1.9798263
389,43.3245732,-1.976188341
390,43.32257699,-1.969657506
391,43.3099099,-1.976600367
392,43.32293037,-1.986988907
393,43.31107532,-2.008779347
394,43.32072408,-1.96777146
395,43.30360109,-1.979603173
396,43.30102255,-1.979983385
397,43.31208255,-1.9864739
398,43.31561912,-2.002436691
399,43.31395959,-1.982794269
400,43.31546135,-1.9845128
401,43.30954556,-2.015344819
402,43.31808503,-1.983016878
403,43.30208825,-1.9872597
404,43.30123525,-2.009616733
405,43.31857858,-1.974398626
406,43.30401157,-1.974014201
407,43.30319877,-1.987469057
408,43.31502453,-1.980867878
409,43.3180725,-1.972479265
410,43.30310047,-1.977711089
411,43.30837497,-2.016278033
412,43.32120102,-1.966917314
413,43.30238188,-1.979132496
414,43.3006606,-2.01242335
415,43.3023697,-1.977949986
416,43.31836317,-1.973926733
417,43.31469895,-1.981766243
418,43.31028848,-2.012969601
419,43.32476593,-1.975498085
420,43.31431149,-1.982705739
421,43.31688831,-1.934955424
422,43.30079472,-1.981012145
423,43.32179793,-1.972561203
424,43.32322358,-1.971234404
425,43.30147019,-1.980821882
426,43.32160583,-1.972302478
427,43.31104942,-1.983840409
428,43.32455606,-1.986809725
429,43.3219246,-1.97230905
430,43.3091979,-1.996152
431,43.30356365,-1.98717095
432,43.3262428,-1.967768138
433,43.31356075,-1.9837479
434,43.30712555,-1.9688289
435,43.32198113,-1.9872068
436,43.30130547,-2.002298088
437,43.32395443,-1.981986754
438,43.32228644,-1.961297756
439,43.31487392,-2.002812045
440,43.31535248,-1.972638912
441,43.31357775,-1.967048016
442,43.31030244,-1.966214133
443,43.30556093,-1.981625324
444,43.31022089,-1.986886673
445,43.30669864,-2.006693265
446,43.30282238,-1.997275722
447,43.32190454,-1.976910555
448,43.32112396,-1.958512968
449,43.3127861,-1.986169174
450,43.30280229,-1.988798064
451,43.30136259,-1.989534537
452,43.32434245,-1.976393971
453,43.30262482,-1.975371053
454,43.32044288,-1.968119616
455,43.31501138,-1.990426843
456,43.30343407,-1.981224808
457,43.30284521,-2.010514151
458,43.31042375,-1.9880638
459,43.3009884,-2.008840485
460,43.30561413,-1.980447397
461,43.30837225,-1.976451646
462,43.31299749,-1.981573881
463,43.31309866,-1.981644786
464,43.31940825,-1.954244
465,43.30614245,-1.982049967
466,43.32170064,-1.940388309
467,43.32479339,-1.968687383
468,43.319011,-1.97092285
469,43.30623121,-1.975424137
470,43.32654712,-1.966802493
471,43.3039283,-1.98069718
472,43.32308742,-1.98469029
473,43.31309465,-1.980502243
474,43.3177487,-1.974508817
475,43.3117574,-1.98307786
476,43.30089025,-1.979721815
477,43.30953402,-2.012250639
478,43.3260986,-1.972280411
479,43.31775761,-1.983900744
480,43.32282862,-1.957522065
481,43.30384005,-1.98792
482,43.32534491,-1.983364796
483,43.30966805,-1.968903298
484,43.30268022,-1.976977087
485,43.30330985,-1.974100045
486,43.30428595,-2.00509945
487,43.3227999,-1.9662991
488,43.3160348,-2.0056751
489,43.31245461,-2.0002702
490,43.303761,-1.9535951
491,43.30188008,-2.009139575
492,43.30614245,-1.982049967
493,43.30558963,-2.018017549
494,43.31892845,-1.970316067
495,43.31828282,-1.984268256
496,43.30401157,-1.974014201
497,43.31311524,-2.004810753
498,43.31613655,-2.00870758
499,43.32297671,-1.974663731
500,43.31752227,-1.977470371
501,43.30729068,-1.993172813
502,43.31632559,-1.985569198
503,43.29887604,-1.991105606
504,43.30440559,-1.977959619
505,43.31036095,-1.989843785
506,43.31153062,-1.972960497
507,43.3094404,-2.000237
508,43.30120075,-1.9893304
509,43.29954571,-2.004455766
510,43.29497886,-1.990113022
511,43.31792082,-1.971796163
512,43.3096824,-1.970722885
513,43.3212225,-1.982010259
514,43.31741395,-1.971063751
515,43.31926005,-1.970606819
516,43.31572565,-1.98421505
517,43.30267701,-2.007043649
518,43.32650445,-1.989753625
519,43.32259941,-1.974039669
520,43.31428408,-1.987364416
521,43.31585813,-2.004049714
522,43.30141659,-2.010314172
523,43.3203527,-1.9719743
524,43.311818,-1.983776728
525,43.30768305,-1.980705688
526,43.30955229,-1.976287592
527,43.30745488,-1.967866107
528,43.30903815,-1.9814974
529,43.3186281,-1.95781
530,43.31223235,-2.015199103
531,43.308653,-2.015177
532,43.3166647,-1.9697024
533,43.31318425,-1.9840701
534,43.32454472,-1.984110215
535,43.30508402,-1.980340113
536,43.29030364,-1.953765645
537,43.31033547,-1.972943086
538,43.31969248,-1.969378751
539,43.30947905,-2.0004837
540,43.31215902,-2.001637767
541,43.2996604,-1.984984933
542,43.31356075,-1.9837479
543,43.32439906,-1.983374631
544,43.31873909,-1.979554369
545,43.31969248,-1.969378751
546,43.3182613,-1.980396765
547,43.31277045,-1.9825293
548,43.31977859,-1.967199459
549,43.32399521,-1.98742301
550,43.31494237,-1.984262243
551,43.31021485,-1.955527217
552,43.31502571,-1.988079839
553,43.31403832,-1.985928551
554,43.3155915,-1.979756549
555,43.31462003,-1.982678498
556,43.30319877,-1.987469057
557,43.32148685,-1.981273334
558,43.3130177,-1.9826571
559,43.30216641,-1.988252629
560,43.31552898,-2.00709
561,43.30881086,-1.963377357
562,43.31786,-1.971063773
563,43.31188772,-2.009365979
564,43.31759133,-1.950054165
565,43.32382074,-1.9782734
566,43.31081028,-1.988073985
567,43.3099099,-1.976600367
568,43.30848451,-1.979114649
569,43.31276451,-1.996878786
570,43.30483066,-1.974267428
571,43.3129215,-2.009739821
572,43.314657,-1.983480363
573,43.31553687,-1.98211249
574,43.314822,-2.002590841
575,43.3015275,-1.99536735
576,43.32311002,-1.982547241
577,43.30046986,-1.980596268
578,43.32458061,-1.984868511
579,43.31786,-1.971063773
580,43.30091131,-2.002199855
581,43.30341321,-2.013438754
582,43.31390464,-1.981204757
583,43.30978663,-1.966326872
584,43.31553687,-1.98211249
585,43.32209896,-1.973412753
586,43.3016383,-2.006206032
587,43.31518524,-2.002889772
588,43.30715783,-1.988265513
589,43.31938071,-1.974106076
590,43.3244692,-1.982375936
591,43.30706422,-1.978056527
592,43.3212225,-1.982010259
593,43.30123915,-1.976399726
594,43.31219209,-2.003368582
595,43.31409839,-2.017831919
596,43.32308742,-1.98469029
597,43.32219992,-1.972858783
598,43.3198738,-1.97029505
599,43.31564903,-1.985381653
600,43.2996604,-1.984984933
601,43.30074778,-1.979872585
602,43.32105452,-1.95787592
603,43.30782133,-2.010864147
604,43.32279494,-1.97699954
605,43.32736207,-1.969872095
606,43.3070479,-2.014254601
607,43.30308857,-2.018564745
608,43.32689194,-1.970089704
609,43.31828282,-1.984268256
610,43.302567,-2.013621083
611,43.31564903,-1.985381653
612,43.3182613,-1.980396765
613,43.30149421,-2.004940784
614,43.32349754,-1.985329321
615,43.32323589,-1.985790503
616,43.32581863,-1.966916659
617,43.32207958,-1.984634334
618,43.31210095,-1.992838099
619,43.31288237,-1.984541483
620,43.31932945,-1.9597533
621,43.32052063,-1.967367703
622,43.32451465,-1.95973955
623,43.31956341,-1.957918312
624,43.3033872,-1.991969382
625,43.3070479,-2.014254601
626,43.32476593,-1.975498085
627,43.31613655,-2.00870758
628,43.29968883,-1.954576855
629,43.3203527,-1.9719743
630,43.32246441,-1.975184877
631,43.31200915,-1.967129426
632,43.3169126,-1.984353862
633,43.320792,-1.983155659
634,43.32408825,-1.986130757
635,43.30865266,-2.003885176
636,43.31721169,-1.970887407
637,43.30054819,-1.993981364
638,43.31272779,-1.982814869
639,43.30343407,-1.981224808
640,43.31138842,-1.952161023
641,43.31834891,-1.977146767
642,43.31775761,-1.983900744
643,43.30074778,-1.979872585
644,43.31749319,-1.937512978
645,43.30527995,-1.98876985
646,43.30416685,-1.982366192
647,43.30892195,-1.9807816
648,43.32561639,-1.97305701
649,43.31655865,-2.0053697
650,43.3077166,-2.000378629
651,43.31326951,-2.007517082
652,43.32087133,-1.980138283
653,43.31245595,-1.983274332
654,43.3112556,-2.0014721
655,43.32061595,-1.97206675
656,43.31340388,-2.00168075
657,43.31621,-1.9695216
658,43.30089025,-1.979721815
659,43.31980274,-1.977007786
660,43.3182277,-1.951620594
661,43.32071602,-1.972271497
662,43.30269685,-1.9854934
663,43.30999915,-1.991601067
664,43.3013277,-1.99108535
666,43.31807434,-1.973978604
668,43.31462003,-1.982678498
669,43.32213283,-1.986136034
670,43.31609774,-1.982742346
671,43.31334041,-1.960168936
672,43.31292125,-1.9850574
673,43.31600368,-1.986835527
674,43.30508402,-1.980340113
675,43.31108121,-1.999756869
676,43.30446404,-1.980805578
677,43.31906817,-1.949221059
678,43.31736184,-1.981320729
679,43.30749043,-1.968784135
680,43.30496963,-1.972420729
681,43.32282614,-1.987693505
682,43.30112419,-2.001225445
683,43.31922639,-1.951926091
684,43.30060697,-2.006443159
685,43.31679254,-1.980920706
686,43.3190971,-1.959365669
687,43.32135462,-1.984353005
688,43.32434822,-1.958977866
689,43.30662863,-1.981642344
690,43.31832339,-1.96983019
691,43.31379595,-1.983515351
692,43.3113709,-2.002622884
693,43.32415836,-1.985042884
694,43.32523639,-1.989074465
695,43.31156469,-1.987324272
696,43.31136244,-2.010465677
697,43.30689665,-1.983066135
698,43.3132286,-1.9844415
699,43.30212146,-2.008857984
700,43.31030244,-1.966214133
701,43.31631852,-1.979679717
702,43.32282614,-1.987693505
703,43.3211937,-1.954138411
704,43.29926809,-1.960841809
705,43.30570187,-1.998257814
706,43.31261518,-1.970966911
707,43.30729068,-1.993172813
708,43.29896172,-1.989272404
709,43.31369815,-1.984756572
710,43.31071421,-2.01296304
711,43.32058874,-1.974843711
712,43.31548613,-2.007662675
713,43.31441067,-1.980293615
714,43.32151805,-1.96876295
715,43.30784385,-2.008445293
716,43.30558963,-2.018017549
717,43.31203181,-1.963762085
718,43.3158812,-1.93678945
719,43.30109005,-1.9882593
720,43.30581755,-1.971507774
721,43.31363328,-1.99961856
722,43.3096824,-1.970722885
723,43.31462003,-1.982678498
724,43.32279494,-1.97699954
725,43.31037957,-1.971444473
726,43.31827894,-1.974408385
727,43.31124267,-2.005670965
728,43.31818803,-1.970812433
729,43.3228522,-1.978347989
730,43.31794337,-1.968235995
731,43.3141563,-2.001441209
732,43.30106672,-2.015795099
733,43.30713451,-1.964851283
734,43.32370629,-1.987887885
735,43.31589035,-1.94032395
736,43.31661033,-1.975901315
737,43.31030172,-2.015187153
738,43.30066991,-2.009976097
739,43.31857858,-1.974398626
740,43.31541575,-2.0131368
741,43.32279996,-1.973725258
742,43.32335306,-1.984783945
743,43.3244278,-1.96430735
744,43.30669958,-2.007255788
745,43.31721169,-1.970887407
746,43.31259933,-1.971555522
747,43.3122782,-1.985733875
748,43.3153504,-2.0023123
749,43.31293627,-1.983128158
750,43.31861269,-1.983389535
751,43.3232765,-1.969366107
752,43.29961583,-2.003529404
753,43.32019657,-1.9769529
754,43.31228035,-1.98283695
755,43.32369775,-1.986017791
756,43.30978716,-2.008603442
757,43.31753033,-1.974542608
758,43.30913175,-2.0158583
759,43.31609834,-1.986708627
760,43.31104942,-1.983840409
761,43.30404073,-2.009770739
762,43.31579597,-2.004647574
763,43.30668528,-1.990815361
764,43.30644769,-2.016442304
765,43.30623121,-1.975424137
766,43.30987587,-2.013258809
767,43.31156705,-1.952167877
768,43.31668019,-1.956140416
769,43.30505039,-1.979850899
770,43.31547052,-1.986345696
771,43.3001069,-1.991331792
772,43.31149294,-1.975250521
773,43.31722274,-1.983527686
774,43.312208,-2.0119398
775,43.3226097,-1.980934082
776,43.29558141,-1.992335466
777,43.31393438,-1.984449065
778,43.31293627,-1.983128158
779,43.3245264,-1.97384178
780,43.30292803,-1.979449739
781,43.31994552,-1.969578099
782,43.32330555,-1.983591938
783,43.32426616,-1.985672281
784,43.30916447,-1.972140124
785,43.32173645,-1.977644199
786,43.32369775,-1.986017791
787,43.32080405,-1.9641979
788,43.32331218,-1.963197187
789,43.32092528,-1.982781768
790,43.31114688,-1.968323628
791,43.3197391,-1.9674964
792,43.32279996,-1.973725258
793,43.30356346,-1.979151596
794,43.3244692,-1.982375936
795,43.32250152,-1.982167838
796,43.30776909,-1.978446935
797,43.32000347,-1.955436906
798,43.30912641,-2.015331634
799,43.31692209,-1.974472901
800,43.3053079,-1.973520733
801,43.30892195,-1.9807816
802,43.29752075,-1.9976101
803,43.30002455,-1.979388432
804,43.32186117,-1.987107148
805,43.3245732,-1.976188341
806,43.30221193,-1.972021933
807,43.32390742,-1.988300215
808,43.31379595,-1.983515351
809,43.31277045,-1.9825293
810,43.31785768,-1.975967643
811,43.32305647,-1.990157087
812,43.32158886,-1.975017
813,43.30119173,-1.997768256
814,43.31049338,-2.011336364
815,43.31701274,-1.980338174
816,43.31241005,-1.98288625
817,43.30126791,-1.987337828
818,43.3049535,-1.9934094
819,43.30856655,-1.99951715
820,43.32148685,-1.981273334
821,43.30002039,-2.00221309
822,43.31021489,-1.999703884
823,43.32248851,-1.969302306
824,43.32608275,-1.970073717
825,43.30992991,-1.975766023
826,43.32388199,-1.98496544
827,43.30243057,-2.014512099
828,43.30234029,-1.976427598
829,43.31870779,-1.977154534
830,43.30307212,-1.976748233
831,43.30839373,-1.99170274
832,43.3272509,-1.966530309
833,43.30102036,-2.017251734
834,43.3158398,-2.00303465
835,43.32482547,-1.990089346
836,43.3155051,-2.00661325
837,43.31006028,-1.955315778
838,43.31291658,-1.960090884
839,43.30604281,-2.005984685
840,43.30790621,-1.971159002
841,43.31036278,-2.013286585
842,43.30321345,-1.976859783
843,43.30953402,-2.012250639
844,43.31081028,-1.988073985
845,43.31644112,-2.00837104
846,43.31126978,-1.976028417
847,43.31205395,-1.985109599
848,43.30806826,-2.007063709
849,43.32019657,-1.9769529
850,43.32529127,-1.974382948
851,43.30947905,-2.0004837
852,43.32627465,-1.9648209
853,43.31124267,-2.005670965
854,43.31572565,-1.98421505
855,43.3042461,-2.017921002
856,43.3231011,-1.9922911
857,43.31107532,-2.008779347
858,43.3045467,-1.961334882
859,43.31609834,-1.986708627
860,43.32630073,-1.967048125
861,43.3175863,-1.980736256
862,43.314822,-2.002590841
863,43.30671789,-2.016743231
864,43.32305647,-1.990157087
865,43.30130895,-1.98711395
866,43.31184993,-1.988587141
867,43.31550535,-1.968459071
868,43.31801513,-2.005645433
869,43.3019497,-1.986364668
870,43.316109,-2.003954681
871,43.31241005,-1.98288625
872,43.30749474,-1.983363491
873,43.31502453,-1.980867878
874,43.30056639,-1.954610639
875,43.32337779,-1.97000198
876,43.3160348,-2.0056751
877,43.3084034,-2.0035159
878,43.3109149,-1.9960389
879,43.31565985,-2.00315505
880,43.3129215,-2.009739821
881,43.31461044,-2.003013325
882,43.32373423,-1.987558917
883,43.31339449,-2.003392447
884,43.31428408,-1.987364416
885,43.31352393,-1.979978423
886,43.30556447,-1.991262661
887,43.31247956,-2.001420952
888,43.31586493,-1.980502634
889,43.3162381,-1.986073334
890,43.32292995,-1.960799772
891,43.31661535,-1.95659025
892,43.32071602,-1.972271497
893,43.31257621,-1.983005283
894,43.3142171,-1.9589834
895,43.31960513,-1.969031286
896,43.31224974,-1.988632025
897,43.31356075,-1.9837479
898,43.32335306,-1.984783945
899,43.31479262,-2.004426796
900,43.320792,-1.983155659
901,43.3157356,-2.00337965
902,43.31918617,-1.967311518
903,43.32152914,-1.973042951
904,43.31390508,-1.984269593
905,43.30507261,-2.015135802
906,43.31951077,-1.974065229
907,43.31523212,-2.00182723
908,43.32408186,-1.977240927
909,43.32043031,-1.971782622
910,43.30517996,-1.983182419
911,43.30855114,-2.016074007
912,43.30079882,-2.01041477
913,43.3002425,-2.00147155
914,43.3262428,-1.967768138
915,43.30453795,-1.980234762
916,43.3194941,-1.981041211
917,43.31504824,-2.004549305
918,43.30046986,-1.980596268
919,43.30112419,-2.001225445
920,43.30552915,-1.981005139
921,43.31469895,-1.981766243
922,43.30119916,-2.00240356
923,43.30776909,-1.978446935
924,43.29961583,-2.003529404
925,43.31383339,-2.001981721
926,43.32225301,-1.985759746
927,43.30046986,-1.980596268
928,43.3035786,-1.985977231
929,43.31057755,-2.00041345
930,43.30330985,-1.974100045
931,43.30936625,-1.968005123
932,43.32198113,-1.9872068
933,43.30446404,-1.980805578
934,43.32311259,-1.989885914
935,43.29830222,-2.000673486
936,43.32194711,-1.977802179
