,ID_viaje,Estado cerrado,Duracion,Id de estacion de inicio,Fecha de inicio,Nombre de estacion de inicio,Fecha de fin,Id de estacion de fin de viaje,Nombre de estacion de fin de viaje,ID de ciclista,Msnbc de bicicleta,Moto identificador publico,Modelo de bicicleta,Nombre de producto,start_lat,start_lon,target_lat,target_lon,starttime,withinC,withinCend
231781,1170754,NORMAL,427,20,2022-09-20 18:47:00,20 - TABAKALERA,20/09/2022 18:54,31.0,31 - BARCELONA,619,P32324,804.0,EFIT,Ordinario,43.317037588702135,-1.9750530324926516,43.31202493382682,-1.9721476656757329,2022-09-20 18:47:00,True,True
231777,1170758,NORMAL,1010,46,2022-09-20 18:47:00,46 - TOLOSA HIRIBIDEA-AMERIKA,20/09/2022 19:04,28.0,28 - ISABEL II,5721,P32371,753.0,EFIT,Dbizi Ordinario Grupal empresa -5,43.302007179191335,-2.003167624367996,43.30444212076648,-1.9760079804667197,2022-09-20 18:47:00,True,True
231778,1170757,NORMAL,203,37,2022-09-20 18:47:00,37 - ANDOAIN,20/09/2022 18:50,35.0,35 - MUNTO,546,P32328,743.0,EFIT,Ordinario,43.298994502059585,-1.9916941032626039,43.306922838390456,-1.9933626516954035,2022-09-20 18:47:00,True,True
231776,1170759,NORMAL,360,22,2022-09-20 18:48:00,22 - ANTSO JAKITUNA / SANCHO EL SABIO,20/09/2022 18:54,6.0,06 - ARRASATE,19793,P32377,764.0,EFIT,Dbizi Ordinario,43.31109581854418,-1.9804310586157425,43.318344146702714,-1.9815228341201954,2022-09-20 18:48:00,True,True
231775,1170760,NORMAL,250,6,2022-09-20 18:48:00,06 - ARRASATE,20/09/2022 18:52,10.0,10 - PEÑA Y GOÑI,6081,P15721,269.0,FIT,Dbizi Ordinario,43.318344146702714,-1.9815228341201954,43.32272433290811,-1.9772990368010364,2022-09-20 18:48:00,True,True
231774,1170761,NORMAL,476,38,2022-09-20 18:48:00,38 - KRISTINA INFANTA,20/09/2022 18:56,7.0,07 - MARQUÉS MIRAFLORES,4850,P15850,193.0,FIT,Dbizi Ordinario Grupal empresa -5,43.31444640411938,-2.0043079706293203,43.31704533570667,-1.9860015608223442,2022-09-20 18:48:00,True,True
231773,1170762,NORMAL,289,39,2022-09-20 18:48:00,39 - ZARAUTZ,20/09/2022 18:53,38.0,38 - KRISTINA INFANTA,380,P32342,734.0,EFIT,Ordinario,43.31241486290128,-2.0058503967344836,43.31444640411938,-2.0043079706293203,2022-09-20 18:48:00,True,True
231768,1170767,NORMAL,316,38,2022-09-20 18:49:00,38 - KRISTINA INFANTA,20/09/2022 18:54,40.0,40 - TOLOSA HIRIB.-IRAKASLE ESKOLA/MAGISTERIO,22354,P32339,731.0,EFIT,Dbizi Ordinario,43.31444640411938,-2.0043079706293203,43.31171540543529,-2.0088228286874297,2022-09-20 18:49:00,True,True
231766,1170769,NORMAL,342,28,2022-09-20 18:49:00,28 - ISABEL II,20/09/2022 18:55,9.0,09 - EASO,4357,P15730,104.0,FIT,Ordinario,43.30444212076648,-1.9760079804667197,43.31328896200965,-1.9817650765547319,2022-09-20 18:49:00,True,True
231767,1170768,NORMAL,351,28,2022-09-20 18:49:00,28 - ISABEL II,20/09/2022 18:55,9.0,09 - EASO,17544,P15899,44.0,FIT,Dbizi Ordinario,43.30444212076648,-1.9760079804667197,43.31328896200965,-1.9817650765547319,2022-09-20 18:49:00,True,True
231769,1170766,NORMAL,623,38,2022-09-20 18:49:00,38 - KRISTINA INFANTA,20/09/2022 18:59,47.0,01 - UDALETXEA / AYUNTAMIENTO,15990,P15711,252.0,FIT,Dbizi Ordinario,43.31444640411938,-2.0043079706293203,43.32145412113152,-1.9864178021210355,2022-09-20 18:49:00,True,True
231772,1170763,NORMAL,387,46,2022-09-20 18:49:00,46 - TOLOSA HIRIBIDEA-AMERIKA,20/09/2022 18:55,40.0,40 - TOLOSA HIRIB.-IRAKASLE ESKOLA/MAGISTERIO,12067,E20061,99.0,FIT,Ordinario,43.302007179191335,-2.003167624367996,43.31171540543529,-2.0088228286874297,2022-09-20 18:49:00,True,True
231770,1170765,NORMAL,543,47,2022-09-20 18:49:00,01 - UDALETXEA / AYUNTAMIENTO,20/09/2022 18:58,38.0,38 - KRISTINA INFANTA,12547,P15748,222.0,FIT,Ordinario Grupal (FN 20%),43.32145412113152,-1.9864178021210355,43.31444640411938,-2.0043079706293203,2022-09-20 18:49:00,True,True
231763,1170772,NORMAL,715,29,2022-09-20 18:50:00,29 - EUSKAL KORTSARIOAK / CORSARIOS VASCOS,20/09/2022 19:02,3.0,03 - SANTA KATALINA PLAZATXOA,14788,P32404,713.0,EFIT,Dbizi Ordinario,43.306105430715554,-1.9729627738199256,43.32128359680711,-1.980046729664166,2022-09-20 18:50:00,True,True
231762,1170773,NORMAL,498,7,2022-09-20 18:51:00,07 - MARQUÉS MIRAFLORES,20/09/2022 18:59,26.0,26 - JAVIER BARKAIZTEGI,1979,P32388,803.0,EFIT,Ordinario,43.31704533570667,-1.9860015608223442,43.30590821804648,-1.9805843656440028,2022-09-20 18:51:00,True,True
231761,1170774,NORMAL,59614,38,2022-09-20 18:51:00,38 - KRISTINA INFANTA,21/09/2022 11:25,29.0,29 - EUSKAL KORTSARIOAK / CORSARIOS VASCOS,12055,P15765,13.0,FIT,Ordinario,43.31444640411938,-2.0043079706293203,43.306105430715554,-1.9729627738199256,2022-09-20 18:51:00,True,True
231760,1170775,NORMAL,612,40,2022-09-20 18:51:00,40 - TOLOSA HIRIB.-IRAKASLE ESKOLA/MAGISTERIO,20/09/2022 19:01,7.0,07 - MARQUÉS MIRAFLORES,16358,P32312,707.0,EFIT,Dbizi Ordinario,43.31171540543529,-2.0088228286874297,43.31704533570667,-1.9860015608223442,2022-09-20 18:51:00,True,True
231759,1170776,NORMAL,977,26,2022-09-20 18:52:00,26 - JAVIER BARKAIZTEGI,20/09/2022 19:08,14.0,14 - BERMINGHAM,13687,P32333,807.0,EFIT,Ordinario,43.30590821804648,-1.9805843656440028,43.323775729352455,-1.9714737017795105,2022-09-20 18:52:00,True,True
231758,1170777,NORMAL,880,10,2022-09-20 18:52:00,10 - PEÑA Y GOÑI,20/09/2022 19:06,39.0,39 - ZARAUTZ,22645,P32362,788.0,EFIT,Dbizi Ordinario,43.32272433290811,-1.9772990368010364,43.31241486290128,-2.0058503967344836,2022-09-20 18:52:00,True,True
231757,1170778,NORMAL,216,19,2022-09-20 18:52:00,19 - FRANTZIA PASEALEKUA,20/09/2022 18:56,9.0,09 - EASO,13804,E20059,6.0,FIT,Ordinario,43.31785597968304,-1.9773212084271625,43.31328896200965,-1.9817650765547319,2022-09-20 18:52:00,True,True
231756,1170779,NORMAL,740,38,2022-09-20 18:52:00,38 - KRISTINA INFANTA,20/09/2022 19:04,9.0,09 - EASO,12676,P32309,706.0,EFIT,Ordinario,43.31444640411938,-2.0043079706293203,43.31328896200965,-1.9817650765547319,2022-09-20 18:52:00,True,True
231755,1170780,NORMAL,549,15,2022-09-20 18:52:00,15 - SEGUNDO IZPIZUA,20/09/2022 19:01,5.0,05 - SAN MARTZIAL,449,P15983,206.0,FIT,Ordinario,43.32394484791497,-1.9699386277507438,43.319248480374604,-1.980685847037382,2022-09-20 18:52:00,True,True
231754,1170781,NORMAL,259,45,2022-09-20 18:52:00,45 - XABIER LIZARDI,20/09/2022 18:56,43.0,43 - TOLOSA HIRIBIDEA-PSIKOLOGIA,17287,P15906,288.0,FIT,DBIZI ORDINARIO GRUPAL EMPRESA +5,43.301489470754845,-2.0046293584460266,43.30687232308195,-2.008501247136781,2022-09-20 18:52:00,True,True
231753,1170782,NORMAL,960,31,2022-09-20 18:52:00,31 - BARCELONA,20/09/2022 19:08,3.0,03 - SANTA KATALINA PLAZATXOA,18876,P32325,790.0,EFIT,Dbizi Ordinario,43.31202493382682,-1.9721476656757329,43.32128359680711,-1.980046729664166,2022-09-20 18:52:00,True,True
231751,1170784,NORMAL,1377,3,2022-09-20 18:53:00,03 - SANTA KATALINA PLAZATXOA,20/09/2022 19:16,28.0,28 - ISABEL II,14281,P32422,801.0,EFIT,Ordinario,43.32128359680711,-1.980046729664166,43.30444212076648,-1.9760079804667197,2022-09-20 18:53:00,True,True
231752,1170783,NORMAL,705,47,2022-09-20 18:53:00,01 - UDALETXEA / AYUNTAMIENTO,20/09/2022 19:04,28.0,28 - ISABEL II,13346,P35475,857.0,EFIT,Ordinario Grupal empresa -5,43.32145412113152,-1.9864178021210355,43.30444212076648,-1.9760079804667197,2022-09-20 18:53:00,True,True
231748,1170787,NORMAL,227,10,2022-09-20 18:54:00,10 - PEÑA Y GOÑI,20/09/2022 18:58,2.0,02 - BRETXA,21684,P15910,38.0,FIT,Dbizi Ordinario Grupal FN o FNE -5,43.32272433290811,-1.9772990368010364,43.322867283695366,-1.982435071211216,2022-09-20 18:54:00,True,True
231750,1170785,NORMAL,923,38,2022-09-20 18:54:00,38 - KRISTINA INFANTA,20/09/2022 19:09,20.0,20 - TABAKALERA,11795,P32342,734.0,EFIT,Ordinario,43.31444640411938,-2.0043079706293203,43.317037588702135,-1.9750530324926516,2022-09-20 18:54:00,True,True
231746,1170789,NORMAL,243,5,2022-09-20 18:55:00,05 - SAN MARTZIAL,20/09/2022 18:59,11.0,11 - SAN FRANTZISKO-IPARRAGIRRE,1055,E20033,1.0,FIT,Ordinario,43.319248480374604,-1.980685847037382,43.322754906556675,-1.9754242189721487,2022-09-20 18:55:00,True,True
231745,1170790,NORMAL,696,27,2022-09-20 18:55:00,27 - PODAVINES,20/09/2022 19:06,35.0,35 - MUNTO,16598,P32368,776.0,EFIT,Dbizi Ordinario,43.3027071653288,-1.9799116632676583,43.306922838390456,-1.9933626516954035,2022-09-20 18:55:00,True,True
231744,1170791,NORMAL,891,40,2022-09-20 18:55:00,40 - TOLOSA HIRIB.-IRAKASLE ESKOLA/MAGISTERIO,20/09/2022 19:10,14.0,14 - BERMINGHAM,22954,P32339,731.0,EFIT,Dbizi Ordinario,43.31171540543529,-2.0088228286874297,43.323775729352455,-1.9714737017795105,2022-09-20 18:55:00,True,True
231743,1170792,NORMAL,842,38,2022-09-20 18:56:00,38 - KRISTINA INFANTA,20/09/2022 19:10,41.0,41 - TOLOSA HIRIBIDEA-KARLOS SANTAMARIA,20637,P32326,812.0,EFIT,Dbizi Ordinario,43.31444640411938,-2.0043079706293203,43.30907225552243,-2.0106573112517827,2022-09-20 18:56:00,True,True
231741,1170794,NORMAL,418,35,2022-09-20 18:56:00,35 - MUNTO,20/09/2022 19:03,19.0,19 - FRANTZIA PASEALEKUA,5895,P32366,816.0,EFIT,Dbizi Ordinario,43.306922838390456,-1.9933626516954035,43.31785597968304,-1.9773212084271625,2022-09-20 18:56:00,True,True
231740,1170795,NORMAL,496,9,2022-09-20 18:56:00,09 - EASO,20/09/2022 19:04,27.0,27 - PODAVINES,5050,P15730,104.0,FIT,Dbizi Ocasional,43.31328896200965,-1.9817650765547319,43.3027071653288,-1.9799116632676583,2022-09-20 18:56:00,True,True
231739,1170796,NORMAL,1007,19,2022-09-20 18:56:00,19 - FRANTZIA PASEALEKUA,20/09/2022 19:13,9.0,09 - EASO,18405,P32427,752.0,EFIT,Dbizi Ordinario,43.31785597968304,-1.9773212084271625,43.31328896200965,-1.9817650765547319,2022-09-20 18:56:00,True,True
231738,1170797,NORMAL,176,28,2022-09-20 18:56:00,28 - ISABEL II,20/09/2022 18:59,29.0,29 - EUSKAL KORTSARIOAK / CORSARIOS VASCOS,2121,P15971,22.0,FIT,Ordinario,43.30444212076648,-1.9760079804667197,43.306105430715554,-1.9729627738199256,2022-09-20 18:56:00,True,True
231734,1170801,NORMAL,963,19,2022-09-20 18:57:00,19 - FRANTZIA PASEALEKUA,20/09/2022 19:13,35.0,35 - MUNTO,14494,P32345,778.0,EFIT,Ordinario,43.31785597968304,-1.9773212084271625,43.306922838390456,-1.9933626516954035,2022-09-20 18:57:00,True,True
231733,1170802,NORMAL,717,39,2022-09-20 18:57:00,39 - ZARAUTZ,20/09/2022 19:09,6.0,06 - ARRASATE,15137,P15970,103.0,FIT,Ordinario,43.31241486290128,-2.0058503967344836,43.318344146702714,-1.9815228341201954,2022-09-20 18:57:00,True,True
231735,1170800,NORMAL,313,13,2022-09-20 18:57:00,13 - SAN FRANTZISKO- NAFARROA,20/09/2022 19:02,3.0,03 - SANTA KATALINA PLAZATXOA,11364,P32390,777.0,EFIT,Dbizi Ocasional,43.32576677160772,-1.9710549555601928,43.32128359680711,-1.980046729664166,2022-09-20 18:57:00,True,True
231737,1170798,NORMAL,341,6,2022-09-20 18:57:00,06 - ARRASATE,20/09/2022 19:02,25.0,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,2762,E20034,130.0,FIT,Ordinario,43.318344146702714,-1.9815228341201954,43.308028841403846,-1.9788430368132444,2022-09-20 18:57:00,True,True
231731,1170805,NORMAL,718,31,2022-09-20 18:58:00,31 - BARCELONA,20/09/2022 19:10,10.0,10 - PEÑA Y GOÑI,16636,P15845,36.0,FIT,Dbizi Ocasional,43.31202493382682,-1.9721476656757329,43.32272433290811,-1.9772990368010364,2022-09-20 18:58:00,True,True
231732,1170803,NORMAL,539,25,2022-09-20 18:58:00,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,20/09/2022 19:07,19.0,19 - FRANTZIA PASEALEKUA,3533,E20042,138.0,FIT,Ordinario,43.308028841403846,-1.9788430368132444,43.31785597968304,-1.9773212084271625,2022-09-20 18:58:00,True,True
231730,1170806,NORMAL,841,47,2022-09-20 18:59:00,01 - UDALETXEA / AYUNTAMIENTO,20/09/2022 19:13,38.0,38 - KRISTINA INFANTA,17726,P15978,292.0,FIT,Dbizi Ordinario,43.32145412113152,-1.9864178021210355,43.31444640411938,-2.0043079706293203,2022-09-20 18:59:00,True,True
231729,1170810,NORMAL,1112,7,2022-09-20 18:59:00,07 - MARQUÉS MIRAFLORES,20/09/2022 19:17,45.0,45 - XABIER LIZARDI,22646,P32405,739.0,EFIT,Dbizi Ordinario Grupal empresa -5,43.31704533570667,-1.9860015608223442,43.301489470754845,-2.0046293584460266,2022-09-20 18:59:00,True,True
231728,1170811,NORMAL,735,39,2022-09-20 18:59:00,39 - ZARAUTZ,20/09/2022 19:11,9.0,09 - EASO,3995,P15847,89.0,FIT,Ordinario,43.31241486290128,-2.0058503967344836,43.31328896200965,-1.9817650765547319,2022-09-20 18:59:00,True,True
231727,1170812,NORMAL,188,18,2022-09-20 18:59:00,18 - TERESA DE CALCUTA,20/09/2022 19:02,3.0,03 - SANTA KATALINA PLAZATXOA,2522,P15709,175.0,FIT,Ordinario,43.320289499766545,-1.9755618544813616,43.32128359680711,-1.980046729664166,2022-09-20 18:59:00,True,True
231726,1170814,NORMAL,1279,41,2022-09-20 18:59:00,41 - TOLOSA HIRIBIDEA-KARLOS SANTAMARIA,20/09/2022 19:21,27.0,27 - PODAVINES,571,P32370,736.0,EFIT,Ordinario,43.30907225552243,-2.0106573112517827,43.3027071653288,-1.9799116632676583,2022-09-20 18:59:00,True,True
231724,1170820,NORMAL,310,3,2022-09-20 19:00:00,03 - SANTA KATALINA PLAZATXOA,20/09/2022 19:05,13.0,13 - SAN FRANTZISKO- NAFARROA,1568,P32364,792.0,EFIT,Ordinario,43.32128359680711,-1.980046729664166,43.32576677160772,-1.9710549555601928,2022-09-20 19:00:00,True,True
231723,1170821,NORMAL,565,39,2022-09-20 19:00:00,39 - ZARAUTZ,20/09/2022 19:09,7.0,07 - MARQUÉS MIRAFLORES,2365,P15874,59.0,FIT,Ordinario,43.31241486290128,-2.0058503967344836,43.31704533570667,-1.9860015608223442,2022-09-20 19:00:00,True,True
231722,1170822,NORMAL,369,9,2022-09-20 19:00:00,09 - EASO,20/09/2022 19:06,4.0,04 - ANDIA,7038,E20059,6.0,FIT,Dbizi Ordinario,43.31328896200965,-1.9817650765547319,43.320524774991235,-1.9825648810534384,2022-09-20 19:00:00,True,True
231720,1170824,NORMAL,336,20,2022-09-20 19:00:00,20 - TABAKALERA,20/09/2022 19:06,2.0,02 - BRETXA,229,P32407,791.0,EFIT,Ordinario,43.317037588702135,-1.9750530324926516,43.322867283695366,-1.982435071211216,2022-09-20 19:00:00,True,True
231719,1170825,NORMAL,582,47,2022-09-20 19:00:00,01 - UDALETXEA / AYUNTAMIENTO,20/09/2022 19:10,38.0,38 - KRISTINA INFANTA,9168,P32307,817.0,EFIT,Ordinario Grupal empresa -5,43.32145412113152,-1.9864178021210355,43.31444640411938,-2.0043079706293203,2022-09-20 19:00:00,True,True
231725,1170818,NORMAL,538,28,2022-09-20 19:00:00,28 - ISABEL II,20/09/2022 19:09,21.0,21 - KARMENGO ANDRE MARIA / VIRGEN DEL CARMEN,17543,P32311,780.0,EFIT,Dbizi Ordinario,43.30444212076648,-1.9760079804667197,43.3169507884904,-1.9714513488864929,2022-09-20 19:00:00,True,True
231718,1170826,NORMAL,417,28,2022-09-20 19:01:00,28 - ISABEL II,20/09/2022 19:08,9.0,09 - EASO,15132,P15878,80.0,FIT,Ordinario,43.30444212076648,-1.9760079804667197,43.31328896200965,-1.9817650765547319,2022-09-20 19:01:00,True,True
231717,1170827,NORMAL,707,46,2022-09-20 19:01:00,46 - TOLOSA HIRIBIDEA-AMERIKA,20/09/2022 19:12,8.0,08 - URDANETA,9932,P32393,717.0,EFIT,Dbizi Ordinario,43.302007179191335,-2.003167624367996,43.31576219683798,-1.982698040693127,2022-09-20 19:01:00,True,True
231711,1170837,NORMAL,506,7,2022-09-20 19:02:00,07 - MARQUÉS MIRAFLORES,20/09/2022 19:11,38.0,38 - KRISTINA INFANTA,5323,P32337,715.0,EFIT,Dbizi Ordinario Grupal empresa -5,43.31704533570667,-1.9860015608223442,43.31444640411938,-2.0043079706293203,2022-09-20 19:02:00,True,True
231715,1170831,NORMAL,590,13,2022-09-20 19:02:00,13 - SAN FRANTZISKO- NAFARROA,20/09/2022 19:12,6.0,06 - ARRASATE,13602,P15785,233.0,FIT,Ordinario Grupal empresa -5,43.32576677160772,-1.9710549555601928,43.318344146702714,-1.9815228341201954,2022-09-20 19:02:00,True,True
231705,1170844,NORMAL,348,47,2022-09-20 19:03:00,01 - UDALETXEA / AYUNTAMIENTO,20/09/2022 19:09,15.0,15 - SEGUNDO IZPIZUA,10544,E20051,27.0,FIT,Dbizi Ordinario Grupal FN o FNE -5,43.32145412113152,-1.9864178021210355,43.32394484791497,-1.9699386277507438,2022-09-20 19:03:00,True,True
231706,1170843,NORMAL,773,10,2022-09-20 19:03:00,10 - PEÑA Y GOÑI,20/09/2022 19:16,30.0,30 - HUMBOLDT,5134,P15836,190.0,FIT,Dbizi Ordinario,43.32272433290811,-1.9772990368010364,43.3100607540581,-1.971309291351586,2022-09-20 19:03:00,True,True
231703,1170846,NORMAL,780,19,2022-09-20 19:04:00,19 - FRANTZIA PASEALEKUA,20/09/2022 19:17,47.0,01 - UDALETXEA / AYUNTAMIENTO,21554,P32361,738.0,EFIT,Dbizi Ocasional,43.31785597968304,-1.9773212084271625,43.32145412113152,-1.9864178021210355,2022-09-20 19:04:00,True,True
231702,1170847,NORMAL,399,28,2022-09-20 19:04:00,28 - ISABEL II,20/09/2022 19:11,9.0,09 - EASO,15916,P15716,64.0,FIT,Dbizi Ordinario,43.30444212076648,-1.9760079804667197,43.31328896200965,-1.9817650765547319,2022-09-20 19:04:00,True,True
231701,1170848,NORMAL,670,6,2022-09-20 19:05:00,06 - ARRASATE,20/09/2022 19:16,40.0,40 - TOLOSA HIRIB.-IRAKASLE ESKOLA/MAGISTERIO,5019,P32352,747.0,EFIT,Dbizi Ordinario,43.318344146702714,-1.9815228341201954,43.31171540543529,-2.0088228286874297,2022-09-20 19:05:00,True,True
231698,1170852,NORMAL,547,29,2022-09-20 19:06:00,29 - EUSKAL KORTSARIOAK / CORSARIOS VASCOS,20/09/2022 19:15,18.0,18 - TERESA DE CALCUTA,14333,P32380,787.0,EFIT,Ordinario,43.306105430715554,-1.9729627738199256,43.320289499766545,-1.9755618544813616,2022-09-20 19:06:00,True,True
231697,1170855,NORMAL,250,8,2022-09-20 19:07:00,08 - URDANETA,20/09/2022 19:11,4.0,04 - ANDIA,18228,E20060,225.0,FIT,Dbizi Ordinario,43.31576219683798,-1.982698040693127,43.320524774991235,-1.9825648810534384,2022-09-20 19:07:00,True,True
231696,1170856,NORMAL,764,12,2022-09-20 19:07:00,12 - S.FRANTZISKO-GALTZADA NAGUSIA / GRAN VÍA,20/09/2022 19:19,28.0,28 - ISABEL II,2835,P32394,732.0,EFIT,Ordinario,43.32416306635694,-1.9733621599308762,43.30444212076648,-1.9760079804667197,2022-09-20 19:07:00,True,True
231695,1170857,NORMAL,682,2,2022-09-20 19:07:00,02 - BRETXA,20/09/2022 19:18,19.0,19 - FRANTZIA PASEALEKUA,3615,P32407,791.0,EFIT,Ordinario Grupal,43.322867283695366,-1.982435071211216,43.31785597968304,-1.9773212084271625,2022-09-20 19:07:00,True,True
231691,1170861,NORMAL,735,7,2022-09-20 19:08:00,07 - MARQUÉS MIRAFLORES,20/09/2022 19:20,40.0,40 - TOLOSA HIRIB.-IRAKASLE ESKOLA/MAGISTERIO,4850,P15720,109.0,FIT,Dbizi Ordinario Grupal empresa -5,43.31704533570667,-1.9860015608223442,43.31171540543529,-2.0088228286874297,2022-09-20 19:08:00,True,True
231692,1170860,NORMAL,337,19,2022-09-20 19:08:00,19 - FRANTZIA PASEALEKUA,20/09/2022 19:14,12.0,12 - S.FRANTZISKO-GALTZADA NAGUSIA / GRAN VÍA,1468,E20042,138.0,FIT,Ordinario,43.31785597968304,-1.9773212084271625,43.32416306635694,-1.9733621599308762,2022-09-20 19:08:00,True,True
231694,1170858,NORMAL,377,26,2022-09-20 19:08:00,26 - JAVIER BARKAIZTEGI,20/09/2022 19:14,9.0,09 - EASO,18070,P15752,114.0,FIT,Dbizi Ordinario,43.30590821804648,-1.9805843656440028,43.31328896200965,-1.9817650765547319,2022-09-20 19:08:00,True,True
231693,1170859,NORMAL,185,7,2022-09-20 19:08:00,07 - MARQUÉS MIRAFLORES,20/09/2022 19:11,4.0,04 - ANDIA,6664,P15807,128.0,FIT,Dbizi Ordinario Grupal empresa -5,43.31704533570667,-1.9860015608223442,43.320524774991235,-1.9825648810534384,2022-09-20 19:08:00,True,True
231690,1170862,NORMAL,336,9,2022-09-20 19:09:00,09 - EASO,20/09/2022 19:15,19.0,19 - FRANTZIA PASEALEKUA,3560,P15899,44.0,FIT,Ordinario,43.31328896200965,-1.9817650765547319,43.31785597968304,-1.9773212084271625,2022-09-20 19:09:00,True,True
231689,1170863,NORMAL,556,22,2022-09-20 19:09:00,22 - ANTSO JAKITUNA / SANCHO EL SABIO,20/09/2022 19:19,2.0,02 - BRETXA,19471,P15999,224.0,FIT,Dbizi Ordinario,43.31109581854418,-1.9804310586157425,43.322867283695366,-1.982435071211216,2022-09-20 19:09:00,True,True
231688,1170864,NORMAL,430,9,2022-09-20 19:09:00,09 - EASO,20/09/2022 19:17,10.0,10 - PEÑA Y GOÑI,6415,P32355,811.0,EFIT,Dbizi Ordinario,43.31328896200965,-1.9817650765547319,43.32272433290811,-1.9772990368010364,2022-09-20 19:09:00,True,True
231683,1170869,NORMAL,435,29,2022-09-20 19:10:00,29 - EUSKAL KORTSARIOAK / CORSARIOS VASCOS,20/09/2022 19:17,21.0,21 - KARMENGO ANDRE MARIA / VIRGEN DEL CARMEN,12583,P35479,852.0,EFIT,Ordinario,43.306105430715554,-1.9729627738199256,43.3169507884904,-1.9714513488864929,2022-09-20 19:10:00,True,True
231684,1170868,NORMAL,847,31,2022-09-20 19:10:00,31 - BARCELONA,20/09/2022 19:24,4.0,04 - ANDIA,3027,P32421,819.0,EFIT,Ordinario,43.31202493382682,-1.9721476656757329,43.320524774991235,-1.9825648810534384,2022-09-20 19:10:00,True,True
231682,1170870,NORMAL,874,38,2022-09-20 19:10:00,38 - KRISTINA INFANTA,20/09/2022 19:25,10.0,10 - PEÑA Y GOÑI,1301,P32307,817.0,EFIT,Ordinario Grupal FN o FNE -5,43.31444640411938,-2.0043079706293203,43.32272433290811,-1.9772990368010364,2022-09-20 19:10:00,True,True
231687,1170865,NORMAL,630,13,2022-09-20 19:10:00,13 - SAN FRANTZISKO- NAFARROA,20/09/2022 19:20,25.0,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,2471,P32314,797.0,EFIT,Ordinario,43.32576677160772,-1.9710549555601928,43.308028841403846,-1.9788430368132444,2022-09-20 19:10:00,True,True
231685,1170867,NORMAL,848,22,2022-09-20 19:10:00,22 - ANTSO JAKITUNA / SANCHO EL SABIO,20/09/2022 19:24,2.0,02 - BRETXA,11026,E20053,105.0,FIT,Dbizi Ordinario Grupal (FN 20%),43.31109581854418,-1.9804310586157425,43.322867283695366,-1.982435071211216,2022-09-20 19:10:00,True,True
231681,1170871,NORMAL,983,25,2022-09-20 19:11:00,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,20/09/2022 19:27,47.0,01 - UDALETXEA / AYUNTAMIENTO,7916,P15702,209.0,FIT,Dbizi Ordinario,43.308028841403846,-1.9788430368132444,43.32145412113152,-1.9864178021210355,2022-09-20 19:11:00,True,True
231680,1170872,NORMAL,595,15,2022-09-20 19:11:00,15 - SEGUNDO IZPIZUA,20/09/2022 19:21,9.0,09 - EASO,10034,E20051,27.0,FIT,Dbizi Ordinario,43.32394484791497,-1.9699386277507438,43.31328896200965,-1.9817650765547319,2022-09-20 19:11:00,True,True
231679,1170873,NORMAL,766,2,2022-09-20 19:11:00,02 - BRETXA,20/09/2022 19:24,38.0,38 - KRISTINA INFANTA,14565,P15775,174.0,FIT,Ordinario,43.322867283695366,-1.982435071211216,43.31444640411938,-2.0043079706293203,2022-09-20 19:11:00,True,True
231678,1170874,NORMAL,276,7,2022-09-20 19:11:00,07 - MARQUÉS MIRAFLORES,20/09/2022 19:16,3.0,03 - SANTA KATALINA PLAZATXOA,384,P15707,219.0,FIT,Ordinario,43.31704533570667,-1.9860015608223442,43.32128359680711,-1.980046729664166,2022-09-20 19:11:00,True,True
231677,1170875,NORMAL,299,7,2022-09-20 19:11:00,07 - MARQUÉS MIRAFLORES,20/09/2022 19:16,3.0,03 - SANTA KATALINA PLAZATXOA,380,P15850,193.0,FIT,Ordinario,43.31704533570667,-1.9860015608223442,43.32128359680711,-1.980046729664166,2022-09-20 19:11:00,True,True
231676,1170876,NORMAL,298,7,2022-09-20 19:12:00,07 - MARQUÉS MIRAFLORES,20/09/2022 19:16,22.0,22 - ANTSO JAKITUNA / SANCHO EL SABIO,260,P15894,110.0,FIT,Ordinario,43.31704533570667,-1.9860015608223442,43.31109581854418,-1.9804310586157425,2022-09-20 19:12:00,True,True
231675,1170877,NORMAL,819,2,2022-09-20 19:12:00,02 - BRETXA,20/09/2022 19:26,28.0,28 - ISABEL II,11440,P15801,141.0,FIT,Ordinario,43.322867283695366,-1.982435071211216,43.30444212076648,-1.9760079804667197,2022-09-20 19:12:00,True,True
231670,1170882,NORMAL,955,5,2022-09-20 19:13:00,05 - SAN MARTZIAL,20/09/2022 19:29,39.0,39 - ZARAUTZ,495,P15829,52.0,FIT,Ordinario,43.319248480374604,-1.980685847037382,43.31241486290128,-2.0058503967344836,2022-09-20 19:13:00,True,True
231673,1170879,NORMAL,791,38,2022-09-20 19:13:00,38 - KRISTINA INFANTA,20/09/2022 19:26,25.0,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,11687,P32337,715.0,EFIT,Ordinario,43.31444640411938,-2.0043079706293203,43.308028841403846,-1.9788430368132444,2022-09-20 19:13:00,True,True
