,ID_viaje,Estado cerrado,Duracion,Id de estacion de inicio,Fecha de inicio,Nombre de estacion de inicio,Fecha de fin,Id de estacion de fin de viaje,Nombre de estacion de fin de viaje,ID de ciclista,Msnbc de bicicleta,Moto identificador publico,Modelo de bicicleta,Nombre de producto,start_lat,start_lon,target_lat,target_lon,starttime,withinC,withinCend
227945,1174896,NORMAL,787,38,2022-09-21 21:06:00,38 - KRISTINA INFANTA,21/09/2022 21:19,12.0,12 - S.FRANTZISKO-GALTZADA NAGUSIA / GRAN VÍA,13970,P15830,151.0,FIT,Ordinario,43.31444640411938,-2.0043079706293203,43.32416306635694,-1.9733621599308762,2022-09-21 21:06:00,True,True
227946,1174895,NORMAL,898,24,2022-09-21 21:06:00,24 - MORLANS,21/09/2022 21:21,2.0,02 - BRETXA,21970,P15722,254.0,FIT,Dbizi Ordinario,43.308489387451,-1.9830022646209984,43.322867283695366,-1.982435071211216,2022-09-21 21:06:00,True,True
227951,1174890,NORMAL,373,19,2022-09-21 21:06:00,19 - FRANTZIA PASEALEKUA,21/09/2022 21:12,2.0,02 - BRETXA,13910,P15991,28.0,FIT,Ordinario,43.31785597968304,-1.9773212084271625,43.322867283695366,-1.982435071211216,2022-09-21 21:06:00,True,True
227948,1174893,NORMAL,640,7,2022-09-21 21:06:00,07 - MARQUÉS MIRAFLORES,21/09/2022 21:16,13.0,13 - SAN FRANTZISKO- NAFARROA,10288,P15905,197.0,FIT,Dbizi Ordinario,43.31704533570667,-1.9860015608223442,43.32576677160772,-1.9710549555601928,2022-09-21 21:06:00,True,True
227950,1174891,NORMAL,698,45,2022-09-21 21:06:00,45 - XABIER LIZARDI,21/09/2022 21:17,27.0,27 - PODAVINES,17987,P32335,744.0,EFIT,Dbizi Ocasional,43.301489470754845,-2.0046293584460266,43.3027071653288,-1.9799116632676583,2022-09-21 21:06:00,True,True
227947,1174894,NORMAL,449,11,2022-09-21 21:06:00,11 - SAN FRANTZISKO-IPARRAGIRRE,21/09/2022 21:13,21.0,21 - KARMENGO ANDRE MARIA / VIRGEN DEL CARMEN,22507,P15875,58.0,FIT,Dbizi Ordinario,43.322754906556675,-1.9754242189721487,43.3169507884904,-1.9714513488864929,2022-09-21 21:06:00,True,True
227949,1174892,NORMAL,833,2,2022-09-21 21:06:00,02 - BRETXA,21/09/2022 21:19,30.0,30 - HUMBOLDT,143,P15713,231.0,FIT,Ordinario,43.322867283695366,-1.982435071211216,43.3100607540581,-1.971309291351586,2022-09-21 21:06:00,True,True
227940,1174904,NORMAL,421,26,2022-09-21 21:08:00,26 - JAVIER BARKAIZTEGI,21/09/2022 21:15,30.0,30 - HUMBOLDT,14088,P15744,69.0,FIT,Ordinario (FN 20%),43.30590821804648,-1.9805843656440028,43.3100607540581,-1.971309291351586,2022-09-21 21:08:00,True,True
227939,1174905,NORMAL,487,22,2022-09-21 21:08:00,22 - ANTSO JAKITUNA / SANCHO EL SABIO,21/09/2022 21:17,15.0,15 - SEGUNDO IZPIZUA,4690,P32379,726.0,EFIT,Dbizi Ordinario,43.31109581854418,-1.9804310586157425,43.32394484791497,-1.9699386277507438,2022-09-21 21:08:00,True,True
227937,1174907,NORMAL,779,28,2022-09-21 21:09:00,28 - ISABEL II,21/09/2022 21:22,2.0,02 - BRETXA,15008,P32342,734.0,EFIT,Ordinario,43.30444212076648,-1.9760079804667197,43.322867283695366,-1.982435071211216,2022-09-21 21:09:00,True,True
227936,1174908,NORMAL,485,31,2022-09-21 21:09:00,31 - BARCELONA,21/09/2022 21:18,9.0,09 - EASO,2293,P15807,128.0,FIT,Ordinario,43.31202493382682,-1.9721476656757329,43.31328896200965,-1.9817650765547319,2022-09-21 21:09:00,True,True
227935,1174909,NORMAL,1087,22,2022-09-21 21:10:00,22 - ANTSO JAKITUNA / SANCHO EL SABIO,21/09/2022 21:28,43.0,43 - TOLOSA HIRIBIDEA-PSIKOLOGIA,2589,P32385,761.0,EFIT,Ordinario,43.31109581854418,-1.9804310586157425,43.30687232308195,-2.008501247136781,2022-09-21 21:10:00,True,True
227934,1174910,NORMAL,842,15,2022-09-21 21:10:00,15 - SEGUNDO IZPIZUA,21/09/2022 21:24,26.0,26 - JAVIER BARKAIZTEGI,19884,P32403,719.0,EFIT,Dbizi Ordinario Grupal FN o FNE -5,43.32394484791497,-1.9699386277507438,43.30590821804648,-1.9805843656440028,2022-09-21 21:10:00,True,True
227933,1174911,NORMAL,475,20,2022-09-21 21:11:00,20 - TABAKALERA,21/09/2022 21:19,22.0,22 - ANTSO JAKITUNA / SANCHO EL SABIO,21199,P15795,245.0,FIT,Dbizi Ordinario,43.317037588702135,-1.9750530324926516,43.31109581854418,-1.9804310586157425,2022-09-21 21:11:00,True,True
227928,1174916,NORMAL,258,22,2022-09-21 21:12:00,22 - ANTSO JAKITUNA / SANCHO EL SABIO,21/09/2022 21:16,28.0,28 - ISABEL II,13726,P15695,268.0,FIT,Ordinario,43.31109581854418,-1.9804310586157425,43.30444212076648,-1.9760079804667197,2022-09-21 21:12:00,True,True
227927,1174917,NORMAL,537,24,2022-09-21 21:12:00,24 - MORLANS,21/09/2022 21:21,46.0,46 - TOLOSA HIRIBIDEA-AMERIKA,21520,P15796,47.0,FIT,Dbizi Ocasional,43.308489387451,-1.9830022646209984,43.302007179191335,-2.003167624367996,2022-09-21 21:12:00,True,True
227929,1174915,NORMAL,612,10,2022-09-21 21:12:00,10 - PEÑA Y GOÑI,21/09/2022 21:22,38.0,38 - KRISTINA INFANTA,18943,E20006,54.0,FIT,Dbizi ORDINARIO (FN 20%),43.32272433290811,-1.9772990368010364,43.31444640411938,-2.0043079706293203,2022-09-21 21:12:00,True,True
227926,1174918,NORMAL,907,28,2022-09-21 21:13:00,28 - ISABEL II,21/09/2022 21:29,21.0,21 - KARMENGO ANDRE MARIA / VIRGEN DEL CARMEN,3000,P32412,785.0,EFIT,Ordinario,43.30444212076648,-1.9760079804667197,43.3169507884904,-1.9714513488864929,2022-09-21 21:13:00,True,True
227925,1174919,NORMAL,531,28,2022-09-21 21:14:00,28 - ISABEL II,21/09/2022 21:23,36.0,36 - ERRONDOGAINA / ALTO DE ERRONDO,11543,P32365,800.0,EFIT,Dbizi Ocasional,43.30444212076648,-1.9760079804667197,43.30068417272159,-1.988182126986473,2022-09-21 21:14:00,True,True
227924,1174920,NORMAL,644,40,2022-09-21 21:14:00,40 - TOLOSA HIRIB.-IRAKASLE ESKOLA/MAGISTERIO,21/09/2022 21:25,7.0,07 - MARQUÉS MIRAFLORES,21859,P35480,851.0,EFIT,Dbizi Ordinario,43.31171540543529,-2.0088228286874297,43.31704533570667,-1.9860015608223442,2022-09-21 21:14:00,True,True
227923,1174921,NORMAL,463,12,2022-09-21 21:14:00,12 - S.FRANTZISKO-GALTZADA NAGUSIA / GRAN VÍA,21/09/2022 21:22,47.0,01 - UDALETXEA / AYUNTAMIENTO,14124,P15990,239.0,FIT,Ordinario,43.32416306635694,-1.9733621599308762,43.32145412113152,-1.9864178021210355,2022-09-21 21:14:00,True,True
227922,1174922,NORMAL,1092,28,2022-09-21 21:15:00,28 - ISABEL II,21/09/2022 21:33,41.0,41 - TOLOSA HIRIBIDEA-KARLOS SANTAMARIA,3381,P32337,715.0,EFIT,Ordinario,43.30444212076648,-1.9760079804667197,43.30907225552243,-2.0106573112517827,2022-09-21 21:15:00,True,True
227921,1174923,NORMAL,612,39,2022-09-21 21:16:00,39 - ZARAUTZ,21/09/2022 21:26,47.0,01 - UDALETXEA / AYUNTAMIENTO,16097,P32348,775.0,EFIT,Dbizi Ordinario,43.31241486290128,-2.0058503967344836,43.32145412113152,-1.9864178021210355,2022-09-21 21:16:00,True,True
227920,1174924,NORMAL,304,25,2022-09-21 21:16:00,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,21/09/2022 21:21,30.0,30 - HUMBOLDT,445,P15782,173.0,FIT,Ordinario,43.308028841403846,-1.9788430368132444,43.3100607540581,-1.971309291351586,2022-09-21 21:16:00,True,True
227919,1174925,NORMAL,228,19,2022-09-21 21:16:00,19 - FRANTZIA PASEALEKUA,21/09/2022 21:20,22.0,22 - ANTSO JAKITUNA / SANCHO EL SABIO,11634,P15878,80.0,FIT,Ordinario,43.31785597968304,-1.9773212084271625,43.31109581854418,-1.9804310586157425,2022-09-21 21:16:00,True,True
227916,1174930,NORMAL,6082,14,2022-09-21 21:20:00,14 - BERMINGHAM,21/09/2022 23:01,12.0,12 - S.FRANTZISKO-GALTZADA NAGUSIA / GRAN VÍA,11350,P32406,751.0,EFIT,Ordinario,43.323775729352455,-1.9714737017795105,43.32416306635694,-1.9733621599308762,2022-09-21 21:20:00,True,True
227909,1174937,NORMAL,500,9,2022-09-21 21:22:00,09 - EASO,21/09/2022 21:31,45.0,45 - XABIER LIZARDI,5739,P32355,811.0,EFIT,Dbizi Ordinario,43.31328896200965,-1.9817650765547319,43.301489470754845,-2.0046293584460266,2022-09-21 21:22:00,True,True
227913,1174933,NORMAL,364,8,2022-09-21 21:22:00,08 - URDANETA,21/09/2022 21:28,10.0,10 - PEÑA Y GOÑI,4296,P15869,143.0,FIT,Ordinario,43.31576219683798,-1.982698040693127,43.32272433290811,-1.9772990368010364,2022-09-21 21:22:00,True,True
227911,1174935,NORMAL,1028,10,2022-09-21 21:22:00,10 - PEÑA Y GOÑI,21/09/2022 21:39,28.0,28 - ISABEL II,191,P15851,279.0,FIT,Ordinario,43.32272433290811,-1.9772990368010364,43.30444212076648,-1.9760079804667197,2022-09-21 21:22:00,True,True
227912,1174934,NORMAL,413,21,2022-09-21 21:22:00,21 - KARMENGO ANDRE MARIA / VIRGEN DEL CARMEN,21/09/2022 21:29,10.0,10 - PEÑA Y GOÑI,7640,P32351,768.0,EFIT,Dbizi Ordinario,43.3169507884904,-1.9714513488864929,43.32272433290811,-1.9772990368010364,2022-09-21 21:22:00,True,True
227908,1174938,NORMAL,994,10,2022-09-21 21:23:00,10 - PEÑA Y GOÑI,21/09/2022 21:39,28.0,28 - ISABEL II,16427,E20052,298.0,FIT,Dbizi Ordinario,43.32272433290811,-1.9772990368010364,43.30444212076648,-1.9760079804667197,2022-09-21 21:23:00,True,True
227906,1174940,NORMAL,795,38,2022-09-21 21:24:00,38 - KRISTINA INFANTA,21/09/2022 21:37,20.0,20 - TABAKALERA,11340,P15815,68.0,FIT,Ordinario,43.31444640411938,-2.0043079706293203,43.317037588702135,-1.9750530324926516,2022-09-21 21:24:00,True,True
227905,1174941,NORMAL,526,6,2022-09-21 21:25:00,06 - ARRASATE,21/09/2022 21:33,22.0,22 - ANTSO JAKITUNA / SANCHO EL SABIO,230,P15968,19.0,FIT,Ordinario,43.318344146702714,-1.9815228341201954,43.31109581854418,-1.9804310586157425,2022-09-21 21:25:00,True,True
227904,1174942,NORMAL,737,6,2022-09-21 21:25:00,06 - ARRASATE,21/09/2022 21:37,24.0,24 - MORLANS,15879,P15810,33.0,FIT,Dbizi Ordinario,43.318344146702714,-1.9815228341201954,43.308489387451,-1.9830022646209984,2022-09-21 21:25:00,True,True
227903,1174943,NORMAL,623,47,2022-09-21 21:25:00,01 - UDALETXEA / AYUNTAMIENTO,21/09/2022 21:35,28.0,28 - ISABEL II,21495,P15711,252.0,FIT,Dbizi Ordinario,43.32145412113152,-1.9864178021210355,43.30444212076648,-1.9760079804667197,2022-09-21 21:25:00,True,True
227901,1174945,NORMAL,602,40,2022-09-21 21:27:00,40 - TOLOSA HIRIB.-IRAKASLE ESKOLA/MAGISTERIO,21/09/2022 21:37,7.0,07 - MARQUÉS MIRAFLORES,21936,P15973,74.0,FIT,Dbizi Ordinario,43.31171540543529,-2.0088228286874297,43.31704533570667,-1.9860015608223442,2022-09-21 21:27:00,True,True
227900,1174946,NORMAL,615,2,2022-09-21 21:28:00,02 - BRETXA,21/09/2022 21:38,35.0,35 - MUNTO,3444,P32342,734.0,EFIT,Ordinario Grupal empresa -5,43.322867283695366,-1.982435071211216,43.306922838390456,-1.9933626516954035,2022-09-21 21:28:00,True,True
227898,1174948,NORMAL,989,10,2022-09-21 21:29:00,10 - PEÑA Y GOÑI,21/09/2022 21:45,28.0,28 - ISABEL II,20890,P15869,143.0,FIT,Dbizi Ordinario,43.32272433290811,-1.9772990368010364,43.30444212076648,-1.9760079804667197,2022-09-21 21:29:00,True,True
227897,1174949,NORMAL,443,25,2022-09-21 21:29:00,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,21/09/2022 21:36,19.0,19 - FRANTZIA PASEALEKUA,22920,P15820,29.0,FIT,Dbizi Ocasional,43.308028841403846,-1.9788430368132444,43.31785597968304,-1.9773212084271625,2022-09-21 21:29:00,True,True
227896,1174950,NORMAL,771,25,2022-09-21 21:29:00,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,21/09/2022 21:42,2.0,02 - BRETXA,23034,P15709,175.0,FIT,Dbizi Ordinario,43.308028841403846,-1.9788430368132444,43.322867283695366,-1.982435071211216,2022-09-21 21:29:00,True,True
227891,1174955,NORMAL,252,10,2022-09-21 21:30:00,10 - PEÑA Y GOÑI,21/09/2022 21:34,47.0,01 - UDALETXEA / AYUNTAMIENTO,21722,P15729,94.0,FIT,Dbizi Ocasional Grupal,43.32272433290811,-1.9772990368010364,43.32145412113152,-1.9864178021210355,2022-09-21 21:30:00,True,True
227890,1174957,NORMAL,1930,5,2022-09-21 21:30:00,05 - SAN MARTZIAL,21/09/2022 22:02,30.0,30 - HUMBOLDT,23071,P15749,95.0,FIT,Dbizi Ocasional Grupal empresa -5,43.319248480374604,-1.980685847037382,43.3100607540581,-1.971309291351586,2022-09-21 21:30:00,True,True
227894,1174952,NORMAL,1959,5,2022-09-21 21:30:00,05 - SAN MARTZIAL,21/09/2022 22:02,30.0,30 - HUMBOLDT,23070,P15734,55.0,FIT,Dbizi Ocasional Grupal,43.319248480374604,-1.980685847037382,43.3100607540581,-1.971309291351586,2022-09-21 21:30:00,True,True
227895,1174951,NORMAL,441,25,2022-09-21 21:30:00,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,21/09/2022 21:37,30.0,30 - HUMBOLDT,16694,P15832,187.0,FIT,Dbizi Ordinario,43.308028841403846,-1.9788430368132444,43.3100607540581,-1.971309291351586,2022-09-21 21:30:00,True,True
227893,1174953,NORMAL,526,10,2022-09-21 21:30:00,10 - PEÑA Y GOÑI,21/09/2022 21:39,29.0,29 - EUSKAL KORTSARIOAK / CORSARIOS VASCOS,9565,P15862,217.0,FIT,Dbizi Ordinario,43.32272433290811,-1.9772990368010364,43.306105430715554,-1.9729627738199256,2022-09-21 21:30:00,True,True
227888,1174962,NORMAL,933,38,2022-09-21 21:31:00,38 - KRISTINA INFANTA,21/09/2022 21:47,30.0,30 - HUMBOLDT,3853,E20006,54.0,FIT,Dbizi Ordinario,43.31444640411938,-2.0043079706293203,43.3100607540581,-1.971309291351586,2022-09-21 21:31:00,True,True
227887,1174963,NORMAL,211,24,2022-09-21 21:31:00,24 - MORLANS,21/09/2022 21:35,9.0,09 - EASO,2892,E20000,230.0,FIT,Ordinario,43.308489387451,-1.9830022646209984,43.31328896200965,-1.9817650765547319,2022-09-21 21:31:00,True,True
227886,1174964,NORMAL,482,7,2022-09-21 21:32:00,07 - MARQUÉS MIRAFLORES,21/09/2022 21:40,39.0,39 - ZARAUTZ,16002,P35480,851.0,EFIT,Dbizi Ordinario,43.31704533570667,-1.9860015608223442,43.31241486290128,-2.0058503967344836,2022-09-21 21:32:00,True,True
227885,1174966,NORMAL,448,2,2022-09-21 21:32:00,02 - BRETXA,21/09/2022 21:40,15.0,15 - SEGUNDO IZPIZUA,1543,P15942,66.0,FIT,Ordinario,43.322867283695366,-1.982435071211216,43.32394484791497,-1.9699386277507438,2022-09-21 21:32:00,True,True
227884,1174967,NORMAL,923,28,2022-09-21 21:33:00,28 - ISABEL II,21/09/2022 21:48,12.0,12 - S.FRANTZISKO-GALTZADA NAGUSIA / GRAN VÍA,12911,P15701,145.0,FIT,Ordinario,43.30444212076648,-1.9760079804667197,43.32416306635694,-1.9733621599308762,2022-09-21 21:33:00,True,True
227883,1174968,NORMAL,896,30,2022-09-21 21:33:00,30 - HUMBOLDT,21/09/2022 21:48,37.0,37 - ANDOAIN,13682,P32409,793.0,EFIT,Ordinario Grupal empresa -5,43.3100607540581,-1.971309291351586,43.298994502059585,-1.9916941032626039,2022-09-21 21:33:00,True,True
227882,1174969,NORMAL,1517,12,2022-09-21 21:34:00,12 - S.FRANTZISKO-GALTZADA NAGUSIA / GRAN VÍA,21/09/2022 21:59,39.0,39 - ZARAUTZ,23037,P15705,297.0,FIT,Dbizi Ocasional,43.32416306635694,-1.9733621599308762,43.31241486290128,-2.0058503967344836,2022-09-21 21:34:00,True,True
227881,1174970,NORMAL,281,35,2022-09-21 21:35:00,35 - MUNTO,21/09/2022 21:40,9.0,09 - EASO,1942,P32417,795.0,EFIT,Ordinario Grupal FN o FNE -5,43.306922838390456,-1.9933626516954035,43.31328896200965,-1.9817650765547319,2022-09-21 21:35:00,True,True
227879,1174972,NORMAL,180,10,2022-09-21 21:36:00,10 - PEÑA Y GOÑI,21/09/2022 21:39,20.0,20 - TABAKALERA,14081,P15849,139.0,FIT,Ordinario,43.32272433290811,-1.9772990368010364,43.317037588702135,-1.9750530324926516,2022-09-21 21:36:00,True,True
227877,1174974,NORMAL,246,10,2022-09-21 21:37:00,10 - PEÑA Y GOÑI,21/09/2022 21:41,15.0,15 - SEGUNDO IZPIZUA,1544,P15850,193.0,FIT,Ordinario,43.32272433290811,-1.9772990368010364,43.32394484791497,-1.9699386277507438,2022-09-21 21:37:00,True,True
227873,1174978,NORMAL,465,2,2022-09-21 21:38:00,02 - BRETXA,21/09/2022 21:46,9.0,09 - EASO,982,P15722,254.0,FIT,Ordinario,43.322867283695366,-1.982435071211216,43.31328896200965,-1.9817650765547319,2022-09-21 21:38:00,True,True
227875,1174976,NORMAL,387,15,2022-09-21 21:38:00,15 - SEGUNDO IZPIZUA,21/09/2022 21:44,21.0,21 - KARMENGO ANDRE MARIA / VIRGEN DEL CARMEN,2590,P32379,726.0,EFIT,Ordinario,43.32394484791497,-1.9699386277507438,43.3169507884904,-1.9714513488864929,2022-09-21 21:38:00,True,True
227868,1174984,NORMAL,1111,41,2022-09-21 21:39:00,41 - TOLOSA HIRIBIDEA-KARLOS SANTAMARIA,21/09/2022 21:58,37.0,37 - ANDOAIN,4848,P32358,796.0,EFIT,Dbizi Ordinario,43.30907225552243,-2.0106573112517827,43.298994502059585,-1.9916941032626039,2022-09-21 21:39:00,True,True
227871,1174980,NORMAL,480,31,2022-09-21 21:39:00,31 - BARCELONA,21/09/2022 21:47,9.0,09 - EASO,2434,P16000,207.0,FIT,Ordinario,43.31202493382682,-1.9721476656757329,43.31328896200965,-1.9817650765547319,2022-09-21 21:39:00,True,True
227870,1174981,NORMAL,853,5,2022-09-21 21:39:00,05 - SAN MARTZIAL,21/09/2022 21:53,40.0,40 - TOLOSA HIRIB.-IRAKASLE ESKOLA/MAGISTERIO,22311,P15781,20.0,FIT,Dbizi Ocasional,43.319248480374604,-1.980685847037382,43.31171540543529,-2.0088228286874297,2022-09-21 21:39:00,True,True
227869,1174982,NORMAL,1648,41,2022-09-21 21:39:00,41 - TOLOSA HIRIBIDEA-KARLOS SANTAMARIA,21/09/2022 22:06,36.0,36 - ERRONDOGAINA / ALTO DE ERRONDO,7102,P32337,715.0,EFIT,Dbizi Ordinario,43.30907225552243,-2.0106573112517827,43.30068417272159,-1.988182126986473,2022-09-21 21:39:00,True,True
227866,1174986,NORMAL,1516,43,2022-09-21 21:40:00,43 - TOLOSA HIRIBIDEA-PSIKOLOGIA,21/09/2022 22:05,29.0,29 - EUSKAL KORTSARIOAK / CORSARIOS VASCOS,6084,P32404,713.0,EFIT,Ordinario,43.30687232308195,-2.008501247136781,43.306105430715554,-1.9729627738199256,2022-09-21 21:40:00,True,True
227867,1174985,NORMAL,670,47,2022-09-21 21:40:00,01 - UDALETXEA / AYUNTAMIENTO,21/09/2022 21:51,35.0,35 - MUNTO,7640,P32348,775.0,EFIT,Dbizi Ordinario,43.32145412113152,-1.9864178021210355,43.306922838390456,-1.9933626516954035,2022-09-21 21:40:00,True,True
227864,1174988,NORMAL,552,12,2022-09-21 21:41:00,12 - S.FRANTZISKO-GALTZADA NAGUSIA / GRAN VÍA,21/09/2022 21:50,22.0,22 - ANTSO JAKITUNA / SANCHO EL SABIO,16328,E20054,168.0,FIT,Dbizi Ordinario,43.32416306635694,-1.9733621599308762,43.31109581854418,-1.9804310586157425,2022-09-21 21:41:00,True,True
227860,1174992,NORMAL,1480,43,2022-09-21 21:42:00,43 - TOLOSA HIRIBIDEA-PSIKOLOGIA,21/09/2022 22:06,36.0,36 - ERRONDOGAINA / ALTO DE ERRONDO,3934,P32385,761.0,EFIT,Ordinario,43.30687232308195,-2.008501247136781,43.30068417272159,-1.988182126986473,2022-09-21 21:42:00,True,True
227859,1174993,NORMAL,1016,10,2022-09-21 21:42:00,10 - PEÑA Y GOÑI,21/09/2022 21:59,41.0,41 - TOLOSA HIRIBIDEA-KARLOS SANTAMARIA,2205,P15823,91.0,FIT,Ordinario,43.32272433290811,-1.9772990368010364,43.30907225552243,-2.0106573112517827,2022-09-21 21:42:00,True,True
227858,1174994,NORMAL,2641,39,2022-09-21 21:42:00,39 - ZARAUTZ,21/09/2022 22:26,31.0,31 - BARCELONA,6392,P35480,851.0,EFIT,Dbizi Ordinario,43.31241486290128,-2.0058503967344836,43.31202493382682,-1.9721476656757329,2022-09-21 21:42:00,True,True
227851,1175001,NORMAL,678,29,2022-09-21 21:43:00,29 - EUSKAL KORTSARIOAK / CORSARIOS VASCOS,21/09/2022 21:55,20.0,20 - TABAKALERA,14301,P15888,83.0,FIT,Ordinario,43.306105430715554,-1.9729627738199256,43.317037588702135,-1.9750530324926516,2022-09-21 21:43:00,True,True
227855,1174997,NORMAL,1114,46,2022-09-21 21:43:00,46 - TOLOSA HIRIBIDEA-AMERIKA,21/09/2022 22:01,5.0,05 - SAN MARTZIAL,21750,P15796,47.0,FIT,Dbizi Ordinario,43.302007179191335,-2.003167624367996,43.319248480374604,-1.980685847037382,2022-09-21 21:43:00,True,True
227853,1174999,NORMAL,233,29,2022-09-21 21:43:00,29 - EUSKAL KORTSARIOAK / CORSARIOS VASCOS,21/09/2022 21:47,31.0,31 - BARCELONA,462,P15738,5.0,FIT,Ordinario,43.306105430715554,-1.9729627738199256,43.31202493382682,-1.9721476656757329,2022-09-21 21:43:00,True,True
227849,1175003,NORMAL,2230,22,2022-09-21 21:44:00,22 - ANTSO JAKITUNA / SANCHO EL SABIO,21/09/2022 22:21,36.0,36 - ERRONDOGAINA / ALTO DE ERRONDO,11382,P32410,746.0,EFIT,Ordinario,43.31109581854418,-1.9804310586157425,43.30068417272159,-1.988182126986473,2022-09-21 21:44:00,True,True
227850,1175002,NORMAL,802,8,2022-09-21 21:44:00,08 - URDANETA,21/09/2022 21:57,43.0,43 - TOLOSA HIRIBIDEA-PSIKOLOGIA,20447,P15724,271.0,FIT,Dbizi Ordinario,43.31576219683798,-1.982698040693127,43.30687232308195,-2.008501247136781,2022-09-21 21:44:00,True,True
227847,1175005,NORMAL,3551,21,2022-09-21 21:45:00,21 - KARMENGO ANDRE MARIA / VIRGEN DEL CARMEN,21/09/2022 22:44,46.0,46 - TOLOSA HIRIBIDEA-AMERIKA,17543,P32379,726.0,EFIT,Dbizi Ordinario,43.3169507884904,-1.9714513488864929,43.302007179191335,-2.003167624367996,2022-09-21 21:45:00,True,True
227844,1175008,NORMAL,620,47,2022-09-21 21:47:00,01 - UDALETXEA / AYUNTAMIENTO,21/09/2022 21:57,27.0,27 - PODAVINES,14966,P15900,289.0,FIT,Ordinario,43.32145412113152,-1.9864178021210355,43.3027071653288,-1.9799116632676583,2022-09-21 21:47:00,True,True
227843,1175010,NORMAL,401,5,2022-09-21 21:49:00,05 - SAN MARTZIAL,21/09/2022 21:55,13.0,13 - SAN FRANTZISKO- NAFARROA,1085,P15765,13.0,FIT,Ordinario,43.319248480374604,-1.980685847037382,43.32576677160772,-1.9710549555601928,2022-09-21 21:49:00,True,True
227841,1175012,NORMAL,500,20,2022-09-21 21:51:00,20 - TABAKALERA,21/09/2022 21:59,22.0,22 - ANTSO JAKITUNA / SANCHO EL SABIO,12477,P35479,852.0,EFIT,Ordinario,43.317037588702135,-1.9750530324926516,43.31109581854418,-1.9804310586157425,2022-09-21 21:51:00,True,True
227839,1175015,NORMAL,585,11,2022-09-21 21:51:00,11 - SAN FRANTZISKO-IPARRAGIRRE,21/09/2022 22:01,28.0,28 - ISABEL II,15547,P15814,159.0,FIT,Dbizi Ordinario,43.322754906556675,-1.9754242189721487,43.30444212076648,-1.9760079804667197,2022-09-21 21:51:00,True,True
227840,1175013,NORMAL,434,28,2022-09-21 21:51:00,28 - ISABEL II,21/09/2022 21:58,6.0,06 - ARRASATE,17328,P15714,147.0,FIT,Dbizi Ordinario,43.30444212076648,-1.9760079804667197,43.318344146702714,-1.9815228341201954,2022-09-21 21:51:00,True,True
227838,1175016,NORMAL,1881,41,2022-09-21 21:52:00,41 - TOLOSA HIRIBIDEA-KARLOS SANTAMARIA,21/09/2022 22:23,20.0,20 - TABAKALERA,21640,P15818,195.0,FIT,Dbizi Ordinario,43.30907225552243,-2.0106573112517827,43.317037588702135,-1.9750530324926516,2022-09-21 21:52:00,True,True
227835,1175019,NORMAL,742,3,2022-09-21 21:57:00,03 - SANTA KATALINA PLAZATXOA,21/09/2022 22:10,43.0,43 - TOLOSA HIRIBIDEA-PSIKOLOGIA,16375,P32362,788.0,EFIT,Dbizi Ordinario,43.32128359680711,-1.980046729664166,43.30687232308195,-2.008501247136781,2022-09-21 21:57:00,True,True
227830,1175024,NORMAL,704,26,2022-09-21 21:58:00,26 - JAVIER BARKAIZTEGI,21/09/2022 22:10,11.0,11 - SAN FRANTZISKO-IPARRAGIRRE,15736,P32403,719.0,EFIT,Dbizi Ordinario,43.30590821804648,-1.9805843656440028,43.322754906556675,-1.9754242189721487,2022-09-21 21:58:00,True,True
227829,1175025,NORMAL,710,11,2022-09-21 21:58:00,11 - SAN FRANTZISKO-IPARRAGIRRE,21/09/2022 22:10,25.0,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,2700,P15752,114.0,FIT,Ordinario,43.322754906556675,-1.9754242189721487,43.308028841403846,-1.9788430368132444,2022-09-21 21:58:00,True,True
227832,1175022,NORMAL,617,4,2022-09-21 21:58:00,04 - ANDIA,21/09/2022 22:08,24.0,24 - MORLANS,16664,P15791,249.0,FIT,Dbizi Ordinario,43.320524774991235,-1.9825648810534384,43.308489387451,-1.9830022646209984,2022-09-21 21:58:00,True,True
227834,1175020,NORMAL,1265,43,2022-09-21 21:58:00,43 - TOLOSA HIRIBIDEA-PSIKOLOGIA,21/09/2022 22:19,47.0,01 - UDALETXEA / AYUNTAMIENTO,7104,E20058,3.0,FIT,Dbizi Ordinario,43.30687232308195,-2.008501247136781,43.32145412113152,-1.9864178021210355,2022-09-21 21:58:00,True,True
227827,1175027,NORMAL,389,9,2022-09-21 21:59:00,09 - EASO,21/09/2022 22:06,28.0,28 - ISABEL II,11440,E20053,105.0,FIT,Ordinario,43.31328896200965,-1.9817650765547319,43.30444212076648,-1.9760079804667197,2022-09-21 21:59:00,True,True
227828,1175026,NORMAL,413,9,2022-09-21 21:59:00,09 - EASO,21/09/2022 22:06,28.0,28 - ISABEL II,11912,E20034,130.0,FIT,Ordinario,43.31328896200965,-1.9817650765547319,43.30444212076648,-1.9760079804667197,2022-09-21 21:59:00,True,True
